year,habitat,quadrat,species,Color desc,diameter_cm,biomass_g
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.227
2022,Barren,114,Strongylocentrotus droebachiensis,green,3,12.801
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.518
2022,Barren,114,Strongylocentrotus droebachiensis,green,4,29.061
2022,Barren,114,Strongylocentrotus droebachiensis,green,5.2,56.169
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.772
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,8.672
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.8,3.205
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.443
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.799
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.5,8.482
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.3,6.402
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,24.305
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1,0.557
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.477
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.797
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,6.158
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.6,2.441
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,2.091
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.959
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.365
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.8,2.863
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.4,1.73
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.603
2022,Barren,114,Strongylocentrotus droebachiensis,pink,0.8,0.372
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.764
2022,Barren,114,Strongylocentrotus droebachiensis,green,2,4.156
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,1.208
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.3,16.012
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.6,45.484
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.5,20.392
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.9,4.685
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.433
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.8,24.614
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.281
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.3,17.563
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.4,33.54
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.681
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.7,9.121
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.755
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.8,3.006
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.8,10.254
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,21.752
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.2,14.745
2022,Barren,114,Strongylocentrotus droebachiensis,pink,3.2,15.7
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.3,0.907
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.766
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.3,6.536
2022,Barren,114,Strongylocentrotus droebachiensis,green,4.1,31.398
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.9,10.9
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.6,0.17
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.398
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.6,2.423
2022,Barren,114,Strongylocentrotus droebachiensis,green,3.7,25.051
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.4,7.015
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.897
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,1.052
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.3,1.376
2022,Barren,114,Strongylocentrotus droebachiensis,green,2.2,4.885
2022,Barren,114,Strongylocentrotus droebachiensis,green,2,4.602
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.7,2.751
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1.1,0.113
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.785
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.42
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.612
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.31
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.309
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.377
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.7,0.211
2022,Barren,114,Strongylocentrotus droebachiensis,green,2,3.396
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.83
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.5,1.603
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.545
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.569
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.273
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.478
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.7,0.195
2022,Barren,114,Strongylocentrotus droebachiensis,pink,0.9,0.415
2022,Barren,114,Strongylocentrotus droebachiensis,pink,1.1,0.741
2022,Barren,114,Strongylocentrotus droebachiensis,pink,0.8,0.28
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.1,0.681
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.694
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.309
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,0.994
2022,Barren,114,Strongylocentrotus droebachiensis,green,1.2,1.049
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.55
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.361
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.9,0.395
2022,Barren,114,Strongylocentrotus droebachiensis,green,1,0.509
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.246
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.305
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.8,0.315
2022,Barren,114,Strongylocentrotus droebachiensis,green,0.7,0.184
2022,Barren,114,Strongylocentrotus pallidus,green,2.9,13.47
2022,Barren,114,Strongylocentrotus pallidus,green,3.3,16.478
2022,Barren,114,Strongylocentrotus pallidus,green,3,11.22
2022,Barren,114,Strongylocentrotus pallidus,green,1.2,0.89
2022,Barren,114,Strongylocentrotus pallidus,green,2.1,4.514
2022,Barren,114,Strongylocentrotus pallidus,green,0.8,0.318
2022,Barren,114,Strongylocentrotus pallidus,green,0.5,0.062
2022,Barren,114,Strongylocentrotus pallidus,green,1.4,1.664
2022,Barren,114,Strongylocentrotus pallidus,green,2.6,8.718
2022,Barren,114,Strongylocentrotus pallidus,green,2.1,4.482
2022,Barren,114,Strongylocentrotus pallidus,green,1.3,1.342
2022,Barren,114,Strongylocentrotus pallidus,green,0.8,0.246
2022,Barren,114,Strongylocentrotus pallidus,green,0.5,0.073
2022,Barren,114,Strongylocentrotus pallidus,green,1,0.536
2022,Barren,114,Strongylocentrotus pallidus,green,1.3,1.296
2022,Barren,114,Strongylocentrotus pallidus,green,1.2,0.793
2022,Barren,114,Strongylocentrotus pallidus,green,2.8,11.562
2022,Barren,114,Strongylocentrotus pallidus,green,2.6,6.95
2022,Barren,114,Strongylocentrotus pallidus,green,1.1,0.666
2022,Barren,114,Strongylocentrotus pallidus,green,0.8,0.283
2022,Barren,114,Strongylocentrotus pallidus,green,1,0.546
2022,Barren,114,Strongylocentrotus pallidus,green,1.4,1.327
2022,Barren,115,Strongylocentrotus droebachiensis,pink,4.4,34.799
2022,Barren,115,Strongylocentrotus droebachiensis,pink,3.9,26.69
2022,Barren,115,Strongylocentrotus droebachiensis,pink,2.4,6.53
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.1,5.39
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.4,33.917
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.3,17.273
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.9,28.116
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.2,5.366
2022,Barren,115,Strongylocentrotus droebachiensis,green,4,30.788
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.5,38.958
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.2,15.502
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.6,9.094
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.5,38.57
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.4,16.629
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.8,11.009
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.9,11.585
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.1,13.022
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.2,5.542
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,8.713
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.6,8.694
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.3,14.522
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,5.744
2022,Barren,115,Strongylocentrotus droebachiensis,pink,3.4,12.956
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.8,2.981
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,7.236
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.7,2.589
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.6,7.32
2022,Barren,115,Strongylocentrotus droebachiensis,green,4,28.452
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.1,13.091
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.1,4.136
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.1,4.946
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.9,11.936
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.8,24.338
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.8,24.886
2022,Barren,115,Strongylocentrotus droebachiensis,pink,3.6,20.329
2022,Barren,115,Strongylocentrotus droebachiensis,pink,4.6,38.864
2022,Barren,115,Strongylocentrotus droebachiensis,green,4,26.473
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.6,25.349
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.7,22.395
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.8,10.278
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.5,37.279
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.6,42.152
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.8,24.92
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.8,23.813
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.3,15.791
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.7,10.063
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.2,13.554
2022,Barren,115,Strongylocentrotus droebachiensis,green,3.1,13.172
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,4.968
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,5.516
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,7.729
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,7.372
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,5.394
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.9,3.21
2022,Barren,115,Strongylocentrotus droebachiensis,green,4.1,31.23
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,8.488
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.5,7.986
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.7,9.345
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.9,10.556
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.6,7.443
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,5.611
2022,Barren,115,Strongylocentrotus droebachiensis,pink,3.5,20.445
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.2,5.675
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.6,2.044
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.6,2.493
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.9,12.166
2022,Barren,115,Strongylocentrotus droebachiensis,pink,2.4,7.451
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.9,3.32
2022,Barren,115,Strongylocentrotus droebachiensis,pink,2,4.335
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.6,0.125
2022,Barren,115,Strongylocentrotus droebachiensis,pink,1.1,0.797
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.1,0.707
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.9,0.373
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.9,3.123
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.5,1.882
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.5,1.702
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.3,1.003
2022,Barren,115,Strongylocentrotus droebachiensis,green,2.3,6.358
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.6,2.396
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.3,1.193
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.9,3.269
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.1,0.787
2022,Barren,115,Strongylocentrotus droebachiensis,green,2,4.111
2022,Barren,115,Strongylocentrotus droebachiensis,green,1,0.69
2022,Barren,115,Strongylocentrotus droebachiensis,pink,1.2,0.794
2022,Barren,115,Strongylocentrotus droebachiensis,pink,1.2,0.825
2022,Barren,115,Strongylocentrotus droebachiensis,pink,1.4,1.79
2022,Barren,115,Strongylocentrotus droebachiensis,green,2,4.757
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.1,0.873
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.3,1.497
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.9,0.448
2022,Barren,115,Strongylocentrotus droebachiensis,green,1,0.581
2022,Barren,115,Strongylocentrotus droebachiensis,green,1,0.502
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.9,0.348
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.8,0.322
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.7,0.276
2022,Barren,115,Strongylocentrotus droebachiensis,pink,0.9,0.393
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.8,2.867
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.6,1.382
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.2,0.728
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.8,0.378
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.5,0.098
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.7,0.272
2022,Barren,115,Strongylocentrotus droebachiensis,green,1.4,1.086
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.6,0.19
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.8,0.29
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.4,0.048
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.5,0.127
2022,Barren,115,Strongylocentrotus droebachiensis,green,1,0.568
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.8,0.324
2022,Barren,115,Strongylocentrotus droebachiensis,green,0.8,0.291
2022,Barren,115,Strongylocentrotus pallidus,green,2.7,9.91
2022,Barren,115,Strongylocentrotus pallidus,green,2.7,9.645
2022,Barren,115,Strongylocentrotus pallidus,green,3.2,13.061
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,3.114
2022,Barren,115,Strongylocentrotus pallidus,green,2.4,6.354
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,2.854
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,2.749
2022,Barren,115,Strongylocentrotus pallidus,green,1.9,3.068
2022,Barren,115,Strongylocentrotus pallidus,green,1.9,3.3
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,2.706
2022,Barren,115,Strongylocentrotus pallidus,green,1.6,1.83
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,2.895
2022,Barren,115,Strongylocentrotus pallidus,green,0.8,0.395
2022,Barren,115,Strongylocentrotus pallidus,green,1.8,2.892
2022,Barren,115,Strongylocentrotus pallidus,green,1.7,2.414
2022,Barren,115,Strongylocentrotus pallidus,green,0.4,0.035
2022,Barren,115,Strongylocentrotus pallidus,green,1.5,2.124
2022,Barren,115,Strongylocentrotus pallidus,green,1.5,1.626
2022,Barren,115,Strongylocentrotus pallidus,green,0.7,0.171
2022,Barren,115,Strongylocentrotus pallidus,green,1.3,1.092
2022,Barren,115,Strongylocentrotus pallidus,green,1.2,1.021
2022,Barren,115,Strongylocentrotus pallidus,green,0.8,0.326
2022,Barren,115,Strongylocentrotus pallidus,green,0.9,0.368
2022,Barren,115,Strongylocentrotus pallidus,green,0.9,0.45
2022,Barren,115,Strongylocentrotus pallidus,green,0.4,0.056
2022,Barren,115,Strongylocentrotus pallidus,green,0.5,0.122
2022,Barren,115,Strongylocentrotus pallidus,green,0.9,0.422
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.5,39.016
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.4,34.264
2022,Barren,116,Strongylocentrotus droebachiensis,pink,4.3,34.128
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.5,37.016
2022,Barren,116,Strongylocentrotus droebachiensis,pink,3.6,22.154
2022,Barren,116,Strongylocentrotus droebachiensis,pink,3.3,14.875
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.4,13.312
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2.5,7.192
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.1,0.83
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2.6,8.894
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.5,18.266
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,15.085
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.4,7.193
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.2,14.061
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,8.022
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.4,38.136
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.2,16.485
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.8,11.559
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.2,0.943
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,17.13
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.5,18.025
2022,Barren,116,Strongylocentrotus droebachiensis,green,4,28.663
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,16.193
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.7,21.423
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.5,19.019
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,5.318
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2.6,8.278
2022,Barren,116,Strongylocentrotus droebachiensis,pink,3.5,20.599
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.2,28.882
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.7,23.043
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.7,23.465
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,6.973
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.8,10.535
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,16.028
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.3,33.027
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,16.45
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.5,18.26
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.7,9.831
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2.3,5.493
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.1,14.438
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.7,24.91
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.4,18.705
2022,Barren,116,Strongylocentrotus droebachiensis,pink,3.2,15.496
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,6.082
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.4,16.763
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,12.597
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,6.575
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,12.861
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2.8,10.479
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.6,19.639
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.1,4.498
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.6,21.692
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.9,11.695
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.2,5.595
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.4,6.794
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,5.415
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,11.702
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.3,32.283
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,15.03
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,17.404
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.9,7.368
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.2,15.955
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,10.995
2022,Barren,116,Strongylocentrotus droebachiensis,green,4.2,34.288
2022,Barren,116,Strongylocentrotus droebachiensis,green,2,7.415
2022,Barren,116,Strongylocentrotus droebachiensis,green,3,12.714
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.8,7.582
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.6,2.113
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,7.462
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.8,10.353
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.8,7.243
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.4,1.568
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.28
2022,Barren,116,Strongylocentrotus droebachiensis,green,3.3,15.384
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.7,2.306
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.6,1.625
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.295
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,7.931
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,5.361
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.2,0.899
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.7,7.588
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.7,10.093
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.8,2.88
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.2,4.898
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.3,1.192
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.6,1.945
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.5,1.762
2022,Barren,116,Strongylocentrotus droebachiensis,pink,3.2,15.412
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.8,10.472
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.572
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.9,0.343
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.262
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,6.1
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.6,2.821
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.661
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.2,4.923
2022,Barren,116,Strongylocentrotus droebachiensis,pink,0.9,0.379
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.537
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.3,6.435
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1,0.597
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.5,0.063
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.6,0.127
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.7,0.231
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.21
2022,Barren,116,Strongylocentrotus droebachiensis,green,2,7.898
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,7.615
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.4,1.746
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.8,4.011
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.8,7.115
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.492
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.7,0.226
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.399
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.7,2.089
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.8,3.187
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.3,1.317
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.1,0.757
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.1,0.656
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.597
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.7,0.274
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.251
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.7,0.19
2022,Barren,116,Strongylocentrotus droebachiensis,pink,2,4.929
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.5,8.075
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.9,7.724
2022,Barren,116,Strongylocentrotus droebachiensis,green,2,7.946
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.1,0.775
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.9,0.433
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.4,1.845
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.1,0.812
2022,Barren,116,Strongylocentrotus droebachiensis,pink,0.7,0.242
2022,Barren,116,Strongylocentrotus droebachiensis,pink,0.8,0.308
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.9,0.395
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.413
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.6,0.156
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.6,0.165
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.344
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.249
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.6,0.133
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.8,0.305
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.6,0.119
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.7,0.185
2022,Barren,116,Strongylocentrotus droebachiensis,pink,0.8,0.322
2022,Barren,116,Strongylocentrotus droebachiensis,pink,1.2,1.026
2022,Barren,116,Strongylocentrotus droebachiensis,green,0.9,0.474
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.2,5.187
2022,Barren,116,Strongylocentrotus droebachiensis,green,2.1,4.958
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.6,2.879
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.4,1.538
2022,Barren,116,Strongylocentrotus droebachiensis,green,1.1,0.766
2022,Barren,116,Strongylocentrotus droebachiensis,green,1,0.512
